Player,Team,League,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",xA per 90,Key passes per 90,Passes to final third per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Aerial duels per 90,"Direct free kicks on target, %","Penalty conversion, %"
J. Dina Ebimbe,Eintracht Frankfurt,Bundesliga,Full-back,22,7500000,2024-06-30,6,450,1,0.73,1,0.59,22,41.82,France,"France, Cameroon",right,183,80,no,5,5.4,40.74,3.8,52.63,0.2,0.28,0.2,2.6,3.61,1.4,1,0.2,0,0,0.2,1,0.2,0.15,0,0,8,1.6,37.5,12.5,0.2,1.2,50,4.6,52.17,10.6,35.85,2.8,3.8,1.6,25.8,0.8,36,79.44,9,64.44,0.12,0.6,4.6,7,68.57,0,,0,,0,0,0,0,,,0.2,,0,0
H. Ito,Stuttgart,Bundesliga,Full-back,24,7500000,2027-06-30,7,680,0,0.32,2,1.04,7.81,49.15,Japan,Japan,left,188,84,no,6.62,2.38,50,1.99,53.33,0.26,0.36,0,5.16,6.96,0.66,1,0.13,0,0,0,0,0,0.04,0,0,8,1.06,12.5,0,0.26,1.59,58.33,0.4,66.67,1.85,50,0.4,1.46,0.4,49.1,0.66,60.88,87.39,22.5,76.47,0.14,0.66,8.6,10.46,79.75,0,,0,,0,0,0,0,,,1.85,,0,0
A. Marušić,Lazio,Serie A,Full-back,31,7500000,2025-06-30,8,763,0,0.03,0,0.37,12.62,41.12,Serbia,"Serbia, Montenegro",right,185,85,no,6.37,5.07,58.14,2.36,25,0,0,0.24,3.42,4.14,0.35,1,0.12,0,0,0,0,0,0,0,0,2,0.24,50,0,0,1.65,57.14,1.3,45.45,3.77,25,0.59,1.06,0.35,35.74,0.35,46.47,87.06,22.65,82.81,0.04,0.12,6.84,9.08,72.73,0,,0,,0,0,0,0,,,1.18,,0,0
Q. Merlin,Nantes,Ligue 1,Full-back,21,7000000,2026-06-30,8,758,0,0.46,1,0.91,13.54,55.26,France,France,left,173,67,no,7.96,7.36,62.9,1.54,30.77,0,0,0.24,3.32,3.68,1.07,0,0,0,0,0,0,0,0.05,0,0,5,0.59,20,0,0.12,3.32,25,1.54,69.23,3.44,58.62,0.83,1.78,0.83,30.28,0.71,39.78,73.43,18.17,67.32,0.11,1.07,7.6,11.52,73.2,0,,0,,0,0,0,0,,,1.19,,0,0
P. Frankowski,Lens,Ligue 1,Full-back,28,7000000,2028-06-30,7,455,0,0.16,1,1.35,12.07,50.82,Poland,Poland,right,175,70,no,7.52,6.92,60,0.59,0,0.4,0.52,0,2.97,3.88,0.59,0,0,0,0,0,0,0,0.03,0,0,5,0.99,0,0,0.2,6.33,34.38,1.78,33.33,3.56,27.78,1.78,2.37,0.99,36.79,0.59,47.67,74.27,12.26,69.35,0.27,0.79,5.74,9.89,82,0,,0,,0,0,0,0,,,0.59,,0,0
D. Zappacosta,Atalanta,Serie A,Full-back,31,7000000,2025-06-30,7,516,0,1.25,0,0.2,15.87,52.75,Italy,Italy,right,182,74,no,7.15,6.63,60.53,1.4,25,0.17,0.2,0,2.97,3.4,0.52,0,0,0,0,0,0,0,0.22,0,0,14,2.44,14.29,0,0,2.27,38.46,2.27,84.62,5.23,56.67,3.31,1.22,0.87,31.05,0.87,36.8,83.41,12.21,72.86,0.04,0,2.44,5.41,67.74,0,,0,,0,0,0,0,,,0.17,,0,0
I. Bebou,Hoffenheim,Bundesliga,Full-back,29,7000000,2026-06-30,6,437,0,0.37,0,0.19,22.65,40.91,Togo,"Togo, Germany",right,185,80,no,6.8,5.56,66.67,4.12,35,0.21,0.28,0,2.88,3.85,2.06,1,0.21,0,0,0,0,0,0.08,0,0,5,1.03,0,0,0,2.27,18.18,2.68,46.15,8.86,30.23,3.09,1.03,0.62,15.86,1.24,22.45,74.31,4.74,65.22,0.04,0,1.03,2.27,81.82,0,,0,,0,0,0,0,,,0,,0,0
V. Lazaro,Torino,Serie A,Full-back,27,6500000,2024-06-30,7,516,0,0.24,0,0.71,10.99,30.16,Austria,Austria,right,180,73,no,4.53,4.19,29.17,2.27,46.15,0,0,0,3.31,4.04,0.52,0,0,0,0,0,0,0,0.04,0,0,4,0.7,25,0,0,2.27,15.38,1.57,22.22,2.97,23.53,1.05,1.4,0.52,27.21,0.17,34.01,77.95,13.6,76.92,0.12,0.35,5.23,9.07,82.69,0,,0,,0,0,0,0,,,1.05,,0,0
M. Pedersen,Sassuolo,Serie A,Full-back,23,6500000,2026-06-30,7,315,0,0.01,0,0.25,16.86,44.07,Norway,Norway,right,178,76,yes,8,7.43,53.85,2.29,12.5,0.29,0.39,0,3.71,5.06,1.14,1,0.29,0,0,0,0,0,0,0,0,1,0.29,0,0,0,1.43,60,1.43,20,3.14,27.27,1.14,2,1.14,17.71,0.29,24.86,82.76,6.29,59.09,0.07,0,2,3.43,50,0,,0,,0,0,0,0,,,1.14,,0,0
A. Cambiaso,Juventus,Serie A,Full-back,23,6500000,2027-06-30,7,372,0,0.22,1,0.48,19.6,53.09,Italy,Italy,left,181,73,no,6.05,7.5,51.61,0.73,100,0,0,0,2.18,2.62,1.21,1,0.24,0,0,0,0,0,0.05,0,0,5,1.21,40,0,0.24,1.94,50,6.29,65.38,8.95,51.35,0.97,1.94,0.97,36.53,1.21,44.52,90.22,8.23,82.35,0.11,0.48,2.18,3.39,71.43,0,,0,,0,0,0,0,,,0,,0,0
L. Netz,Borussia M'gladbach,Bundesliga,Full-back,20,6500000,2026-06-30,5,430,0,0.34,0,0.32,14.65,50,Germany,Germany,left,184,83,no,7.74,5.86,50,2.3,45.45,0,0,0.42,4.81,6.7,1.26,0,0,0,0,0,0,0,0.07,0,0,5,1.05,20,0,0,2.93,28.57,3.35,56.25,5.23,48,2.3,2.51,0,23.44,0.63,32.65,78.21,9.42,62.22,0.07,0.21,2.72,3.77,72.22,0,,0,,0,0,0,0,,,1.05,,0,0
C. Biraghi,Fiorentina,Serie A,Full-back,31,6500000,2025-06-30,5,367,1,0.05,1,0.09,14.22,39.66,Italy,Italy,left,185,78,no,7.6,8.09,39.39,1.23,20,0.49,0.79,0.74,3.92,6.32,2.21,1,0.25,0,0,0.25,1,0.25,0.01,0,0,1,0.25,100,100,0.25,3.68,26.67,1.23,20,1.72,42.86,1.23,3.19,1.23,47.82,0.98,59.84,82.38,20.84,78.82,0.02,0,6.62,10.3,78.57,0,,0,,0,0,0,0,,,1.72,,0,0
S. Aurier,Nottingham Forest,Premier League,Full-back,30,6000000,2024-06-30,7,605,0,0.1,2,0.25,18.15,50,Côte d'Ivoire,Côte d'Ivoire,right,176,76,no,7.14,5.8,66.67,4.17,50,0.3,0.3,0,2.98,2.99,0.74,2,0.3,0,0,0,0,0,0.02,0,0,2,0.3,0,0,0.3,2.23,33.33,1.79,41.67,4.91,45.45,1.19,0.89,0.3,27.07,1.04,36.45,84.49,14.73,78.79,0.04,0.45,6.69,7.74,76.92,0,,0,,0,0,0,0,,,1.04,,0,0
M. Viña,Sassuolo,Serie A,Full-back,25,6000000,2026-06-30,8,547,0,0.03,1,0.64,20.9,43.31,Uruguay,"Uruguay, Italy",left,175,70,yes,11.02,10.86,46.97,2.63,37.5,0.16,0.19,0,5.76,6.73,1.32,1,0.16,0,0,0,0,0,0,0,0,2,0.33,0,0,0.16,2.8,29.41,2.8,58.82,4.61,42.86,0.82,2.14,0.82,25.5,0.82,36.36,74.21,17.77,69.44,0.11,0.66,5.76,8.23,66,0,,0,,0,0,0,0,,,0.99,,0,0
Aihen Muñoz,Real Sociedad,La Liga,Full-back,26,6000000,2024-06-30,9,668,0,0.02,1,0.46,16.03,58.82,Spain,Spain,left,175,68,no,10.24,8.49,71.43,2.56,47.37,0.27,0.42,0.4,3.91,6.13,0.94,1,0.13,0,0,0,0,0,0,0,0,2,0.27,0,0,0.13,1.75,46.15,2.16,43.75,3.77,53.57,0,1.62,1.62,30.72,0.54,40.15,84.9,16.98,77.78,0.06,0.54,4.45,7.81,74.14,0,,0,,0,0,0,0,,,0.4,,0,0
P. Max,Eintracht Frankfurt,Bundesliga,Full-back,30,6000000,2024-06-30,6,336,0,0.02,1,1.08,10.71,40,Germany,Germany,left,177,77,no,5.09,3.75,50,2.14,12.5,0.54,0.77,0,2.68,3.85,0.54,1,0.27,0,0,0,0,0,0.01,0,0,2,0.54,0,0,0.27,2.41,55.56,0.54,100,2.14,25,2.14,1.34,0.54,32.95,0.8,40.45,78.15,10.18,60.53,0.29,0.8,4.55,6.96,65.38,0,,0,,0,0,0,0,,,0,,0,0
Aurélio Buta,Eintracht Frankfurt,Bundesliga,Full-back,26,6000000,2026-06-30,7,445,0,0.05,1,0.22,18.61,41.3,Portugal,"Portugal, Angola",right,172,66,no,6.88,5.87,55.17,2.83,35.71,0.4,0.54,0,3.24,4.29,1.62,1,0.2,0,0,0,0,0,0.01,0,0,1,0.2,0,0,0.2,3.64,38.89,2.22,36.36,6.67,30.3,2.63,2.63,1.01,33.57,0.81,42.88,80.19,12.34,75.41,0.04,0.61,5.06,9.51,65.96,0,,0,,0,0,0,0,,,0.4,,0,0
J. Lotomba,Nice,Ligue 1,Full-back,25,6000000,2025-06-30,7,407,0,0.31,0,0,12.83,56.9,Switzerland,"Switzerland, Congo DR",right,177,67,no,9.29,6.86,67.74,1.11,60,0.22,0.25,0.22,4.42,5.04,0.66,1,0.22,0,0,0,0,0,0.07,0,0,1,0.22,0,0,0,0.22,100,2.21,60,3.32,46.67,0.44,0.66,0.88,25.65,0.44,33.61,90.79,11.06,80,0,0.22,2.87,4.86,63.64,0,,0,,0,0,0,0,,,0.22,,0,0
Rogério,Wolfsburg,Bundesliga,Full-back,25,5800000,2024-06-30,3,301,0,0,0,0.27,12.26,36.59,Brazil,Brazil,left,178,70,no,6.58,4.78,37.5,2.39,25,0,0,0.3,4.78,5.65,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,66.67,1.5,60,4.78,43.75,0.9,2.09,1.5,35.88,1.5,46.64,88.46,15.85,79.25,0.08,0.3,4.19,6.58,72.73,0,,0,,0,0,0,0,,,1.5,,0,0
M. Weiser,Werder Bremen,Bundesliga,Full-back,29,5500000,2024-06-30,7,626,1,0.99,2,1.19,21.85,44.08,Germany,"Germany, Algeria",right,177,70,no,8.34,8.05,50,2.3,18.75,0.86,1.1,0.14,3.45,4.42,2.01,2,0.29,0,0,0.14,1,0.14,0.14,1,0.14,7,1.01,14.29,14.286,0.29,2.88,50,3.88,55.56,7.91,47.27,2.88,1.87,1.01,24.44,2.01,32.2,71.43,10.64,58.11,0.17,0.58,4.46,7.48,75,0,,0,,0,0,0,0,,,0,,0,0
Y. Sabaly,Real Betis,La Liga,Full-back,30,5000000,2026-06-30,3,310,0,0.01,1,0.43,14.81,45.1,France,"France, Senegal",right,173,68,no,8.13,6.1,71.43,1.16,25,0.29,0.37,0.29,3.48,4.39,0.58,0,0,0,0,0,0,0,0,0,0,1,0.29,0,0,0.29,2.03,42.86,2.61,55.56,6.39,27.27,0.87,2.03,0,27.29,0.29,39.48,83.09,14.23,71.43,0.13,0.58,4.65,8.71,56.67,0,,0,,0,0,0,0,,,0.87,,0,0
J. Mojica,Osasuna,La Liga,Full-back,31,5000000,2026-06-30,6,388,0,0.61,0,0.52,20.41,36.36,Colombia,"Colombia, Spain",left,185,73,no,8.35,6.73,48.28,1.39,33.33,0.7,0.97,0,4.41,6.13,0.93,0,0,0,0,0,0,0,0.14,0,0,6,1.39,0,0,0,8.12,34.29,5.34,43.48,9.51,31.71,2.32,2.32,1.39,35.95,0.23,50.34,75.12,15.77,67.65,0.12,0.93,4.64,10.21,79.55,0,,0,,0,0,0,0,,,0.93,,0,0
M. Vojvoda,Torino,Serie A,Full-back,28,5000000,2024-06-30,4,315,0,0.13,0,0.16,8.29,51.72,Albania,"Albania, Kosovo",right,187,78,no,3.14,3.14,45.45,0.57,50,0,0,0,1.71,2.37,0.86,0,0,0,0,0,0,0,0.04,0,0,3,0.86,0,0,0,2.86,30,2,57.14,2.86,60,0,2,0,36.57,0.57,44,77.92,16,75,0.05,0.29,4.86,12,83.33,0,,0,,0,0,0,0,,,0.57,,0,0
R. Bellanova,Torino,Serie A,Full-back,23,5000000,2026-06-30,8,599,0,0.19,1,0.49,16.38,54.13,Italy,Italy,right,188,78,no,5.86,5.26,54.29,2.25,53.33,0.15,0.19,0.3,2.85,3.52,1.05,3,0.45,0,0,0,0,0,0.03,0,0,2,0.3,0,0,0.15,4.81,31.25,4.36,68.97,7.06,59.57,1.05,3.76,1.2,24.94,1.2,34.41,78.6,7.66,70.59,0.07,0.3,2.7,5.56,70.27,0,,0,,0,0,0,0,,,2.4,,0,0
K. Mbabu,Augsburg,Bundesliga,Full-back,28,5000000,2025-06-30,3,300,0,0.04,0,0.46,20.7,56.52,Switzerland,"Switzerland, Congo DR",right,184,83,yes,7.8,6.9,78.26,1.8,66.67,0.9,1.06,0.3,1.5,1.76,1.8,0,0,0,0,0,0,0,0.01,0,0,1,0.3,0,0,0,3.9,23.08,5.1,52.94,9.3,41.94,0.9,1.8,1.5,14.7,0.6,24.3,66.67,9.9,63.64,0.14,0.3,3.9,8.1,81.48,0,,0,,0,0,0,0,,,0.3,,0,0
F. Guilbert,Strasbourg,Ligue 1,Full-back,28,5000000,2026-06-30,7,488,0,0.06,0,0.3,16.6,53.33,France,France,right,178,78,no,12.73,8.3,64.44,2.03,36.36,0.92,1.01,0,6.45,7.05,1.48,2,0.37,0,0,0,0,0,0.01,0,0,3,0.55,33.33,0,0,2.58,50,2.03,63.64,3.14,47.06,0,0.74,0.18,21.58,0.55,32.64,76.27,12.54,70.59,0.06,0.18,5.16,7.56,68.29,0,,0,,0,0,0,0,,,0.92,,0,0
G. Kyriakopoulos,Monza,Serie A,Full-back,27,5000000,2025-06-30,6,408,0,0.54,0,0.74,17.21,55.13,Greece,Greece,left,178,74,yes,7.5,8.16,67.57,1.32,16.67,0,0,0,1.99,2.5,0.44,0,0,0,0,0,0,0,0.12,0,0,7,1.54,14.29,0,0,3.09,57.14,3.31,53.33,6.62,50,2.21,2.87,0.66,37.5,0.66,45.22,85.85,10.81,65.31,0.16,1.1,3.75,6.84,70.97,0,,0,,0,0,0,0,,,0,,0,0
P. Mazzocchi,Salernitana,Serie A,Full-back,28,5000000,2026-06-30,8,486,0,0.18,0,0.17,20,40.74,Italy,Italy,right,183,78,no,6.3,5.74,58.06,2.22,16.67,0,0,0.37,2.96,4.1,0.93,1,0.19,0,0,0,0,0,0.03,0,0,2,0.37,0,0,0,4.07,36.36,5.37,41.38,10,33.33,1.11,2.96,0.93,20.93,0.19,31.67,74.27,12.22,69.7,0.03,0.19,3.52,6.48,71.43,0,,0,,0,0,0,0,,,0.56,,0,0
D. Bradarić,Salernitana,Serie A,Full-back,23,5000000,2026-06-30,8,646,0,0.05,0,0.16,12.26,47.73,Croatia,Croatia,left,178,69,no,5.99,4.74,67.65,2.09,40,0.42,0.6,0.14,2.37,3.38,0.42,2,0.28,0,0,0,0,0,0.01,0,0,2,0.28,0,0,0,1.67,16.67,1.81,38.46,3.9,39.29,0.7,1.67,0.98,26.61,0.7,36.78,79.92,11.84,67.06,0.02,0.14,2.51,6.41,65.22,0,,0,,0,0,0,0,,,1.11,,0,0
Juan Miranda,Real Betis,La Liga,Full-back,23,5000000,2024-06-30,5,347,0,0.02,0,0.11,12.45,64.58,Spain,Spain,left,185,76,no,10.89,7,70.37,2.59,70,0,0,0.26,5.97,7.93,1.04,2,0.52,0,0,0,0,0,0.01,0,0,2,0.52,0,0,0,2.07,25,0.78,33.33,1.56,50,0.26,1.04,0.26,30.09,1.04,40.2,81.29,16.34,74.6,0.03,0,3.11,9.08,65.71,0,,0,,0,0,0,0,,,0.52,,0,0
Adrià Pedrosa,Sevilla,La Liga,Full-back,25,5000000,,7,500,0,0.22,1,0.37,17.82,54.55,Spain,Spain,left,172,69,no,9.54,6.84,57.89,1.8,30,0.54,0.79,0.18,5.04,7.37,0.36,1,0.18,0,0,0,0,0,0.04,0,0,3,0.54,0,0,0.18,5.4,33.33,3.06,47.06,5.58,41.94,1.08,1.08,0,21.06,1.62,31.32,70.69,10.8,63.33,0.07,0.54,3.96,6.48,69.44,0,,0,,0,0,0,0,,,0.54,,0,0
I. Kaboré,Luton Town,Premier League,Full-back,22,5000000,2025-06-30,7,520,0,0.14,0,0.55,16.79,52.58,Burkina Faso,Burkina Faso,right,180,72,yes,9,8.13,59.57,2.08,58.33,0.69,0.75,0.35,3.46,3.77,1.56,2,0.35,0,0,0,0,0,0.03,0,0,3,0.52,0,0,0,3.81,45.45,2.94,64.71,5.19,50,0.87,1.9,0.69,16.96,1.04,26.65,70.13,9,59.62,0.1,1.04,1.73,7.79,60,0,,0,,0,0,0,0,,,0.17,,0,0
G. Kalulu,Lorient,Ligue 1,Full-back,26,5000000,2026-06-30,8,597,0,0.05,0,0.19,14.62,41.24,France,"France, Congo DR",right,179,78,no,6.33,7.54,46,1.36,44.44,0.15,0.14,0.3,2.71,2.56,1.96,0,0,0,0,0,0,0,0.01,0,0,1,0.15,0,0,0,1.21,37.5,0.3,100,3.32,36.36,1.21,0.45,0.3,30.15,0.45,37.69,84,11.16,71.62,0.03,0.15,2.56,4.67,48.39,0,,0,,0,0,0,0,,,0.6,,0,0
T. Foket,Reims,Ligue 1,Full-back,29,4500000,2025-06-30,7,675,0,0.02,0,0.42,14,46.67,Belgium,Belgium,right,177,72,no,8.8,7.47,55.36,1.6,50,0.53,0.7,0.53,4.13,5.41,1.47,3,0.4,0,0,0,0,0,0,0,0,1,0.13,0,0,0,1.87,42.86,0.53,0,2.13,37.5,1.07,1.73,0.53,28.8,0.67,39.07,81.91,14,67.62,0.06,0.27,4.27,6,75.56,0,,0,,0,0,0,0,,,0.8,,0,0
J. Toljan,Sassuolo,Serie A,Full-back,29,4500000,2025-06-30,7,708,0,0.22,2,0.55,9.03,46.48,Germany,"Germany, United States",right,182,74,no,6.61,4.19,69.7,1.27,20,0.38,0.42,0,3.31,3.68,0.25,0,0,0,0,0,0,0,0.03,0,0,3,0.38,66.67,0,0.25,1.78,28.57,0.89,28.57,2.54,20,1.02,1.14,0.51,22.75,0.25,30.25,78.57,12.84,68.32,0.07,0.51,3.56,7.25,64.91,0,,0,,0,0,0,0,,,1.53,,0,0
J. Araujo,Las Palmas,La Liga,Full-back,22,4000000,2026-06-30,7,547,0,0.37,0,0.62,14.97,52.75,United States,"United States, Mexico",right,175,70,yes,10.04,6.58,57.5,3.46,66.67,0.33,0.46,0.49,5.92,8.31,0.82,2,0.33,0,0,0,0,0,0.06,0,0,3,0.49,33.33,0,0,1.32,12.5,0.99,66.67,3.46,33.33,0.99,0.49,0,28.63,0.16,37.84,85.22,14.48,76.14,0.1,0.33,4.11,7.4,62.22,0,,0,,0,0,0,0,,,1.32,,0,0
J. Duverne,Nantes,Ligue 1,Full-back,26,4000000,,4,304,0,0,0,0.08,21.02,54.93,France,"France, Haiti",right,186,73,no,11.55,10.66,58.33,2.66,33.33,0.59,0.71,0.59,4.74,5.65,1.48,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,66.67,1.18,50,3.55,58.33,0.59,1.48,0.59,33.45,1.18,42.63,82.64,18.95,76.56,0.02,0.3,3.85,7.99,70.37,0,,0,,0,0,0,0,,,0.59,,0,0
K. De Winter,Genoa,Serie A,Full-back,21,4000000,2026-06-30,5,396,0,0.29,1,0.05,18.18,48.75,Belgium,Belgium,right,191,75,yes,8.41,8.64,63.16,2.95,30.77,0.23,0.24,0,2.73,2.86,1.36,3,0.68,0,0,0,0,0,0.07,0,0,1,0.23,0,0,0.23,0.68,0,0.45,100,4.09,38.89,0.68,0.45,0,12.05,0,18.86,72.29,7.27,59.38,0.01,0,2.5,2.95,30.77,0,,0,,0,0,0,0,,,0.23,,0,0
Yan Couto,Girona,La Liga,Full-back,21,4000000,2025-06-30,8,591,1,0.41,2,0.4,22.84,50,Brazil,"Brazil, Portugal",right,168,60,yes,8.68,9.29,57.38,1.37,22.22,0,0,0,3.35,5.2,1.37,2,0.3,0,0,0.15,1,0.15,0.06,0,0,8,1.22,25,12.5,0.3,4.42,37.93,5.48,50,10.36,47.06,2.59,4.72,3.5,25.89,1.68,35.63,76.5,8.38,63.64,0.06,0.61,3.2,4.42,72.41,0,,0,,0,0,0,0,,,0.46,,0,0
V. Gendrey,Lecce,Serie A,Full-back,23,4000000,2024-06-30,8,705,0,0.15,2,0.16,13.28,56.73,France,"France, Guadeloupe",right,179,75,no,10.85,5.74,71.11,2.43,42.11,0.51,0.65,0.26,6.26,7.9,0.26,1,0.13,0,0,0,0,0,0.02,0,0,2,0.26,50,0,0.26,1.4,27.27,0.77,66.67,3.57,46.43,0.51,1.28,0.77,19.66,0.89,29.74,78.54,16.34,73.44,0.02,0.38,5.62,8.55,65.67,0,,0,,0,0,0,0,,,0.38,,0,0
F. Sacko,Montpellier,Ligue 1,Full-back,28,4000000,2024-06-30,7,676,0,0,1,0.45,12.91,59.79,Mali,Mali,right,180,65,no,9.99,6.26,65.96,2.8,42.86,0,0,0.13,5.86,7.46,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.93,28.57,1.07,50,2.13,50,0.4,0.8,0.53,23.96,0.67,36.75,82.61,15.04,79.65,0.06,0.27,4.53,8.79,63.64,0,,0,,0,0,0,0,,,1.07,,0,0
I. Balliu,Rayo Vallecano,La Liga,Full-back,31,4000000,2025-06-30,9,917,0,0.35,0,0.97,12.17,63.71,Spain,"Spain, Albania",right,172,65,no,7.56,6.18,73.02,1.28,53.85,0.2,0.28,0.59,2.85,3.99,1.08,1,0.1,0,0,0,0,0,0.03,0,0,2,0.2,50,0,0,2.94,23.33,0.98,80,2.85,58.62,0.69,0.59,0.88,19.04,1.28,28.66,77.05,11.19,72.81,0.1,0.39,4.32,5.5,76.79,0,,0,,0,0,0,0,,,0.49,,0,0
A. Espino,Rayo Vallecano,La Liga,Full-back,31,4000000,,9,863,0,0.17,0,0.41,23.26,61.88,Uruguay,"Uruguay, Spain",left,172,71,no,11.99,9.8,74.47,1.36,38.46,0.31,0.43,0.1,4.38,5.97,1.25,3,0.31,0,0,0,0,0,0.02,0,0,3,0.31,66.67,0,0,1.46,35.71,2.19,66.67,6.57,52.38,1.04,0.83,0.63,20.86,1.88,34.62,74.1,16.37,59.87,0.04,0.42,5.11,9.7,66.67,0,,0,,0,0,0,0,,,0.1,,0,0
L. Assignon,Rennes,Ligue 1,Full-back,23,4000000,2027-06-30,8,761,1,0.49,1,0.75,17.15,58.62,France,"France, Togo",right,181,76,no,9.11,7.45,61.9,2.13,55.56,0.47,0.65,0.59,4.02,5.51,1.18,2,0.24,0,0,0.12,1,0.12,0.06,0,0,8,0.95,37.5,12.5,0.12,2.01,52.94,2.25,68.42,5.56,59.57,1.54,1.66,0.95,29.45,1.54,40.21,86.47,13.48,78.95,0.09,0.59,3.19,6.39,70.37,0,,0,,0,0,0,0,,,0.95,,0,0
E. Hysaj,Lazio,Serie A,Full-back,29,4000000,2025-06-30,6,400,0,0,0,0,13.5,41.67,Albania,Albania,right,182,70,no,9,6.98,41.94,1.8,75,0,0,0.45,6.08,7.04,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,3.38,20,0.23,0.9,0.45,36.23,0.45,48.83,84.79,25.65,77.19,0,0,5.63,5.63,60,0,,0,,0,0,0,0,,,1.35,,0,0
P. Kadeřábek,Hoffenheim,Bundesliga,Full-back,31,4000000,2025-06-30,5,510,1,1.64,0,0.43,13.06,54.05,Czech Republic,Czech Republic,right,182,81,no,5.47,3.71,57.14,5.29,56.67,0.53,0.74,0,2.82,3.93,0.53,2,0.35,0,0,0.18,1,0.18,0.29,0,0,6,1.06,33.33,16.667,0,3.18,50,0.71,50,1.94,45.45,1.76,1.06,0.35,19.06,0.18,27,73.86,9.18,63.46,0.08,0.71,4.24,8.47,75,0,,0,,0,0,0,0,,,0,,0,0
J. Bogle,Sheffield United,Premier League,Full-back,23,3800000,2024-06-30,5,365,1,0.31,0,0.05,17.01,47.83,England,England,right,178,69,no,9.37,9.62,53.85,1.48,50,0,0,0,4.19,4.9,1.73,0,0,0,0,0.25,1,0.25,0.08,0,0,2,0.49,50,50,0,1.97,25,1.73,28.57,4.19,47.06,1.73,1.23,0.74,16.77,0.74,23.42,73.68,6.41,57.69,0.01,0.25,1.23,4.44,61.11,0,,0,,0,0,0,0,,,0.74,,0,0
J. Vásquez,Genoa,Serie A,Full-back,24,3600000,2026-06-30,8,606,0,0.07,0,0,15.89,58.88,Mexico,Mexico,left,184,72,no,12.48,7.57,72.55,2.82,47.37,0.59,0.6,0.3,6.39,6.48,0.89,0,0,0,0,0,0,0,0.01,0,0,2,0.3,0,0,0,0.89,16.67,1.49,50,3.12,52.38,0.74,1.04,0.3,18.56,1.34,25.25,77.06,12.18,63.41,0,0,4.01,6.83,67.39,0,,0,,0,0,0,0,,,0.89,,0,0
O. Aina,Nottingham Forest,Premier League,Full-back,26,3500000,,5,444,0,0.05,0,0,15.61,54.55,England,"England, Nigeria",right,184,82,no,9.53,7.91,61.54,2.03,50,0.81,0.75,0,3.85,3.58,1.22,3,0.61,0,0,0,0,0,0.01,0,0,2,0.41,0,0,0,1.42,0,2.03,60,5.27,42.31,0.2,1.22,0.61,15.41,1.01,23.51,78.45,10.14,82,0,0,3.04,4.26,66.67,0,,0,,0,0,0,0,,,0.61,,0,0
A. Engels,Augsburg,Bundesliga,Full-back,20,3500000,2027-06-30,5,386,0,0,0,0.15,16.36,51.79,Belgium,Belgium,right,185,78,no,7.89,7.6,50,2.92,30,0.58,0.75,0,3.51,4.5,1.17,0,0,1,0.23,0,0,0,0,0,0,1,0.29,0,0,0,2.34,12.5,1.17,50,3.21,54.55,0.29,0.29,0.29,20.16,1.46,30.1,73.79,9.35,56.25,0.04,0,3.8,4.38,60,0,,0,,0,0,0,0,,,0.29,,0,0
C. Taylor,Burnley,Premier League,Full-back,30,3500000,2024-06-30,5,501,0,0.11,0,0,14.19,44.3,England,England,left,176,72,no,10.42,5.75,43.75,3.77,57.14,1.26,1.67,0.36,6.65,8.81,1.26,2,0.36,0,0,0,0,0,0.02,0,0,3,0.54,0,0,0,1.98,9.09,1.44,25,2.87,25,0.54,0.36,0.18,30.54,0.36,41.32,81.3,15.81,75,0,0,4.31,6.47,66.67,0,,0,,0,0,0,0,,,0.72,,0,0
